LOG_ID,EVENT_DATE,CITY,STORE_ADDRESS,PRODUCT,UNITS_SOLD,UNIT_PRICE
C-00292,16/04/2024,London,"88 Regent Ave, SW1A 2AA",Smart Watch,3,2661.67
C-00293,24/03/2024,Dubai,"Dubai Mall, Level 2, S12",4K Camera,1,1927.23
C-00294,02/09/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Smart Watch,9,1600.6
C-00295,22/11/2024,Sydney,"88 George St, NSW 2000",Smart Watch,1,1711.29
C-00296,26/06/2024,Tokyo,"1-1 Akihabara, Chiyoda",Smart TV,2,2691.45
C-00297,28/12/2024,Berlin,"Kurfurstendamm 22, 10719",Wireless Earbuds,1,1121.96
C-00298,28/08/2024,London,"88 Regent Ave, SW1A 2AA",4K Camera,5,449.91
C-00299,02/04/2024,Berlin,"Kurfurstendamm 22, 10719",Gaming Console,7,1187.09
C-00300,03/03/2024,Berlin,"Kurfurstendamm 22, 10719",Tablet Pro,6,1236.68
C-00301,04/08/2024,London,"12 Oxford St, W1D 1AB",Smart TV,9,1727.39
C-00302,29/06/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart Watch,9,263.61
C-00303,12/05/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Console,2,1397.58
C-00304,25/08/2024,Dubai,"Mall of Emirates, B1-45",Gaming Laptop,7,1014.84
C-00305,28/03/2024,Kathmandu,"Durbar Marg, KTM 44601",Gaming Laptop,2,2284.69
C-00306,29/07/2024,London,"88 Regent Ave, SW1A 2AA",4K Camera,7,843.83
C-00307,06/04/2024,Kathmandu,"Durbar Marg, KTM 44601",Gaming Laptop,3,591.51
C-00308,24/03/2024,London,"88 Regent Ave, SW1A 2AA",Smart Watch,6,2760.06
C-00309,06/01/2024,Kathmandu,"Durbar Marg, KTM 44601",4K Camera,1,2369.41
C-00310,19/09/2024,New York,"200 Broadway, NY 10007",Tablet Pro,6,1634.66
C-00311,10/02/2024,London,"12 Oxford St, W1D 1AB",Smart Watch,5,183.12
C-00312,06/05/2024,Tokyo,"1-1 Akihabara, Chiyoda",Gaming Laptop,7,-92.73
C-00313,13/11/2024,Dubai,"Dubai Mall, Level 2, S12",4K Camera,9,732.56
C-00314,08/09/2024,New York,"200 Broadway, NY 10007",Gaming Laptop,6,1591.89
C-00315,27/12/2024,New York,"200 Broadway, NY 10007",Gaming Laptop,3,2230.23
C-00316,27/01/2024,Berlin,"Alexanderplatz 5, 10178",4K Camera,7,484.43
C-00317,18/12/2024,New York,"350 5th Ave, NY 10118",Smart Watch,5,-149.85
C-00318,03/09/2024,New York,"200 Broadway, NY 10007",Gaming Laptop,5,2927.61
C-00319,08/05/2024,London,"88 Regent Ave, SW1A 2AA",Smart TV,5,1457.32
C-00320,25/12/2024,Kathmandu,"Durbar Marg, KTM 44601",Gaming Console,4,635.75
C-00321,15/07/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart Watch,4,639.38
C-00322,23/07/2024,New York,"350 5th Ave, NY 10118",Smart Watch,6,671.99
C-00323,11/03/2024,Sydney,"88 George St, NSW 2000",Smart TV,4,2776.58
C-00324,19/03/2024,New York,"350 5th Ave, NY 10118",Gaming Console,7,2979.43
C-00325,05/04/2024,New York,"200 Broadway, NY 10007",Smart TV,6,194.27
C-00326,28/09/2024,New York,"200 Broadway, NY 10007",Gaming Laptop,5,2821.23
C-00327,14/03/2024,Kathmandu,"New Road, Kathmandu 44600",Gaming Laptop,3,2534.31
C-00328,23/09/2024,Sydney,"88 George St, NSW 2000",Smart Watch,4,-287.85
C-00329,24/01/2024,London,"12 Oxford St, W1D 1AB",4K Camera,9,1958.07
C-00330,30/01/2024,Sydney,"88 George St, NSW 2000",Gaming Console,7,120.78
C-00331,09/05/2024,New York,"350 5th Ave, NY 10118",Gaming Console,8,2489.18
C-00332,01/06/2024,Tokyo,"1-1 Akihabara, Chiyoda",Smart Watch,1,728.54
C-00333,26/06/2024,Kathmandu,"Durbar Marg, KTM 44601",Tablet Pro,MISSING,518.32
C-00334,27/06/2024,Dubai,"Dubai Mall, Level 2, S12",Smart Watch,6,2864.0
C-00335,29/10/2024,Sydney,"City Centre, Pitt St Mall",4K Camera,6,1686.63
C-00336,20/04/2024,Tokyo,"1-1 Akihabara, Chiyoda",4K Camera,4,673.98
C-00337,26/01/2024,Sydney,"City Centre, Pitt St Mall",Gaming Laptop,QTY_ERR,851.1
C-00338,16/07/2024,New York,"200 Broadway, NY 10007",Smart Watch,1,-11.29
C-00339,20/11/2024,London,"12 Oxford St, W1D 1AB",Wireless Earbuds,8,2510.8
C-00340,22/05/2024,New York,"350 5th Ave, NY 10118",Gaming Laptop,4,1427.31
C-00341,22/03/2024,New York,"200 Broadway, NY 10007",Tablet Pro,7,1981.75
C-00342,13/04/2024,Dubai,"Dubai Mall, Level 2, S12",Tablet Pro,4,232.59
C-00343,20/12/2024,Dubai,"Dubai Mall, Level 2, S12",Smart Watch,9,-35.03
C-00344,03/08/2024,Kathmandu,"Durbar Marg, KTM 44601",Wireless Earbuds,1,312.24
C-00345,10/02/2024,Tokyo,"1-1 Akihabara, Chiyoda",4K Camera,5,1048.03
C-00346,09/09/2024,Sydney,"88 George St, NSW 2000",Gaming Laptop,MISSING,274.09
C-00347,09/01/2024,Berlin,"Alexanderplatz 5, 10178",4K Camera,6,1327.08
C-00348,17/02/2024,New York,"200 Broadway, NY 10007",4K Camera,3,700.57
C-00349,11/06/2024,Dubai,"Dubai Mall, Level 2, S12",Gaming Laptop,8,2211.31
C-00350,25/09/2024,Sydney,"City Centre, Pitt St Mall",Smart TV,8,-123.83
C-00351,13/09/2024,London,"88 Regent Ave, SW1A 2AA",4K Camera,1,-117.24
C-00352,10/12/2024,Kathmandu,"New Road, Kathmandu 44600",Smart Watch,4,1363.6
C-00353,11/10/2024,Sydney,"City Centre, Pitt St Mall",Gaming Laptop,8,2383.83
C-00354,13/03/2024,Dubai,"Mall of Emirates, B1-45",Wireless Earbuds,2,-26.42
C-00355,19/12/2024,Berlin,"Alexanderplatz 5, 10178",Smart TV,3,1078.37
C-00356,30/05/2024,Dubai,"Dubai Mall, Level 2, S12",Gaming Laptop,7,2306.84
C-00357,21/04/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Smart TV,1,1180.34
C-00358,24/05/2024,New York,"350 5th Ave, NY 10118",Tablet Pro,9,298.08
C-00359,13/06/2024,Dubai,"Mall of Emirates, B1-45",Gaming Console,1,159.96
C-00360,30/09/2024,Sydney,"88 George St, NSW 2000",Smart TV,7,723.52
C-00361,01/07/2024,Dubai,"Mall of Emirates, B1-45",Smart TV,1,1751.97
C-00362,26/08/2024,Sydney,"City Centre, Pitt St Mall",Gaming Console,9,1297.45
C-00363,06/09/2024,Sydney,"88 George St, NSW 2000",4K Camera,8,2968.72
C-00364,14/08/2024,Kathmandu,"New Road, Kathmandu 44600",Tablet Pro,5,365.53
C-00365,10/03/2024,New York,"350 5th Ave, NY 10118",Smart TV,2,2336.84
C-00366,03/04/2024,Sydney,"88 George St, NSW 2000",Wireless Earbuds,6,1581.04
C-00367,28/10/2024,Kathmandu,"Durbar Marg, KTM 44601",Gaming Laptop,8,1064.52
C-00368,08/08/2024,Berlin,"Alexanderplatz 5, 10178",Smart TV,4,1718.17
C-00369,11/11/2024,Dubai,"Dubai Mall, Level 2, S12",Smart Watch,5,2811.79
C-00370,13/09/2024,Dubai,"Dubai Mall, Level 2, S12",Gaming Console,,607.01
C-00371,07/04/2024,Kathmandu,"New Road, Kathmandu 44600",Wireless Earbuds,4,216.02
C-00372,18/04/2024,Tokyo,"1-1 Akihabara, Chiyoda",Wireless Earbuds,2,1435.5
C-00373,16/07/2024,London,"88 Regent Ave, SW1A 2AA",Smart Watch,3,2782.92
C-00374,03/03/2024,London,"88 Regent Ave, SW1A 2AA",Tablet Pro,2,1209.75
C-00375,29/12/2024,London,"12 Oxford St, W1D 1AB",Tablet Pro,7,2403.11
C-00376,14/05/2024,Tokyo,"1-1 Akihabara, Chiyoda",Wireless Earbuds,5,1655.07
C-00377,09/06/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Laptop,3,632.02
C-00378,08/06/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Console,8,1782.38
C-00379,14/11/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart Watch,1,1127.54
C-00380,10/03/2024,Dubai,"Dubai Mall, Level 2, S12",Smart Watch,7,400.46
C-00381,15/12/2024,Berlin,"Kurfurstendamm 22, 10719",Tablet Pro,8,918.48
C-00382,24/04/2024,Tokyo,"1-1 Akihabara, Chiyoda",Gaming Laptop,4,2219.79
C-00383,08/08/2024,New York,"350 5th Ave, NY 10118",Wireless Earbuds,7,1584.65
C-00384,19/09/2024,New York,"200 Broadway, NY 10007",Smart Watch,4,2826.63
C-00385,07/11/2024,New York,"200 Broadway, NY 10007",Gaming Console,6,934.95
C-00386,23/06/2024,Sydney,"88 George St, NSW 2000",Smart TV,6,1089.38
C-00387,11/12/2024,Kathmandu,"New Road, Kathmandu 44600",Smart TV,9,1757.07
C-00388,16/10/2024,Dubai,"Dubai Mall, Level 2, S12",Gaming Laptop,2,-152.42
C-00389,07/09/2024,Dubai,"Mall of Emirates, B1-45",Tablet Pro,3,690.94
C-00390,31/08/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart Watch,8,1143.21
C-00391,12/09/2024,Sydney,"88 George St, NSW 2000",4K Camera,2,1317.82
C-00392,17/05/2024,Tokyo,"1-1 Akihabara, Chiyoda",Gaming Laptop,6,1444.38
C-00393,28/05/2024,London,"12 Oxford St, W1D 1AB",Smart Watch,3,43.89
C-00394,19/02/2024,Berlin,"Alexanderplatz 5, 10178",Gaming Laptop,2,1045.7
C-00395,15/02/2024,Dubai,"Mall of Emirates, B1-45",4K Camera,8,1259.26
C-00396,27/01/2024,Dubai,"Dubai Mall, Level 2, S12",Gaming Console,9,1314.76
C-00397,04/08/2024,New York,"200 Broadway, NY 10007",4K Camera,1,2539.11
C-00398,05/06/2024,Tokyo,"1-1 Akihabara, Chiyoda",Wireless Earbuds,7,550.04
C-00399,24/11/2024,Kathmandu,"Durbar Marg, KTM 44601",Gaming Laptop,2,1937.71
C-00400,23/03/2024,Kathmandu,"New Road, Kathmandu 44600",4K Camera,2,145.84
C-00401,10/07/2024,Dubai,"Dubai Mall, Level 2, S12",Tablet Pro,2,-44.32
C-00402,06/05/2024,Sydney,"City Centre, Pitt St Mall",Wireless Earbuds,7,497.87
C-00403,05/10/2024,Dubai,"Dubai Mall, Level 2, S12",Smart Watch,2,2232.87
C-00404,24/11/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Gaming Console,8,1386.96
C-00405,19/08/2024,Dubai,"Mall of Emirates, B1-45",Wireless Earbuds,2,342.85
C-00406,15/05/2024,New York,"350 5th Ave, NY 10118",Wireless Earbuds,8,-272.44
C-00407,01/02/2024,Tokyo,"1-1 Akihabara, Chiyoda",Tablet Pro,QTY_ERR,505.37
C-00408,06/12/2024,New York,"350 5th Ave, NY 10118",4K Camera,3,2674.58
C-00409,22/08/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Gaming Console,7,1591.36
C-00410,24/08/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart Watch,5,2897.84
C-00411,12/05/2024,Kathmandu,"Durbar Marg, KTM 44601",4K Camera,7,1924.2
C-00412,17/03/2024,Berlin,"Alexanderplatz 5, 10178",Smart TV,9,609.37
C-00413,21/09/2024,Sydney,"City Centre, Pitt St Mall",Smart TV,6,1293.57
C-00414,14/12/2024,New York,"200 Broadway, NY 10007",Smart TV,8,1478.97
C-00415,28/12/2024,New York,"200 Broadway, NY 10007",Tablet Pro,3,1153.23
C-00416,04/07/2024,Kathmandu,"Durbar Marg, KTM 44601",Gaming Laptop,8,515.54
C-00417,17/08/2024,Sydney,"88 George St, NSW 2000",Smart TV,2,1832.51
C-00418,20/11/2024,Berlin,"Kurfurstendamm 22, 10719",Gaming Console,2,2383.5
C-00419,21/06/2024,Dubai,"Mall of Emirates, B1-45",Gaming Laptop,3,-276.13
C-00420,26/08/2024,Tokyo,"1-1 Akihabara, Chiyoda",Gaming Laptop,4,2326.56
C-00421,26/03/2024,Sydney,"City Centre, Pitt St Mall",Smart TV,6,2541.08
C-00422,05/10/2024,Tokyo,"1-1 Akihabara, Chiyoda",Smart Watch,2,2692.19
C-00423,14/10/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Laptop,4,193.97
C-00424,18/05/2024,London,"12 Oxford St, W1D 1AB",Gaming Console,8,689.56
C-00425,07/05/2024,Kathmandu,"Durbar Marg, KTM 44601",Tablet Pro,3,1129.9
C-00426,08/04/2024,Berlin,"Kurfurstendamm 22, 10719",Smart Watch,9,1016.42
C-00427,27/10/2024,Dubai,"Mall of Emirates, B1-45",Gaming Laptop,4,2749.35
C-00428,17/03/2024,Sydney,"88 George St, NSW 2000",Gaming Laptop,8,2770.63
C-00429,28/11/2024,New York,"200 Broadway, NY 10007",Smart Watch,MISSING,691.66
C-00430,26/03/2024,Kathmandu,"New Road, Kathmandu 44600",4K Camera,5,1421.89
C-00431,16/05/2024,London,"12 Oxford St, W1D 1AB",Smart TV,3,892.2
C-00432,20/12/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Tablet Pro,2,35.96
C-00433,23/09/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Tablet Pro,7,2390.38
C-00434,18/01/2024,New York,"200 Broadway, NY 10007",Smart Watch,,2083.92
C-00435,31/05/2024,Kathmandu,"Durbar Marg, KTM 44601",Tablet Pro,1,1668.15
C-00436,26/05/2024,Tokyo,"1-1 Akihabara, Chiyoda",Tablet Pro,QTY_ERR,2671.33
C-00437,31/10/2024,Dubai,"Mall of Emirates, B1-45",Wireless Earbuds,6,1685.49
C-00438,02/07/2024,Dubai,"Mall of Emirates, B1-45",4K Camera,4,1995.57
C-00439,02/12/2024,Tokyo,"1-1 Akihabara, Chiyoda",Wireless Earbuds,7,400.91
C-00440,02/08/2024,New York,"200 Broadway, NY 10007",Smart Watch,1,1029.43
C-00441,01/10/2024,Kathmandu,"New Road, Kathmandu 44600",Smart TV,4,463.75
C-00442,09/12/2024,Kathmandu,"Durbar Marg, KTM 44601",Gaming Laptop,8,2577.37
C-00443,10/12/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Console,9,434.67
C-00444,24/05/2024,Dubai,"Dubai Mall, Level 2, S12",Smart Watch,2,2466.92
C-00445,06/03/2024,Dubai,"Dubai Mall, Level 2, S12",Gaming Console,1,1793.87
C-00446,29/01/2024,Dubai,"Mall of Emirates, B1-45",Gaming Console,4,-168.25
C-00447,26/11/2024,Dubai,"Mall of Emirates, B1-45",4K Camera,4,576.32
C-00448,05/03/2024,Kathmandu,"New Road, Kathmandu 44600",Wireless Earbuds,3,-54.67
C-00449,28/01/2024,Berlin,"Alexanderplatz 5, 10178",Wireless Earbuds,MISSING,1892.51
C-00450,24/03/2024,Tokyo,"1-1 Akihabara, Chiyoda",Gaming Laptop,,1091.58
C-00451,16/08/2024,Berlin,"Alexanderplatz 5, 10178",4K Camera,5,2106.02
C-00452,14/10/2024,Berlin,"Alexanderplatz 5, 10178",Gaming Console,7,90.81
C-00453,19/01/2024,New York,"350 5th Ave, NY 10118",4K Camera,4,2134.1
C-00454,11/11/2024,Kathmandu,"New Road, Kathmandu 44600",4K Camera,1,2947.95
C-00455,01/07/2024,Sydney,"88 George St, NSW 2000",Tablet Pro,1,1982.0
C-00456,04/12/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Smart TV,8,2194.57
C-00457,12/04/2024,London,"88 Regent Ave, SW1A 2AA",Tablet Pro,5,813.41
C-00458,10/07/2024,Sydney,"88 George St, NSW 2000",4K Camera,6,2389.48
C-00459,30/12/2024,Kathmandu,"New Road, Kathmandu 44600",Smart Watch,1,2189.84
C-00460,02/04/2024,Berlin,"Alexanderplatz 5, 10178",Gaming Console,5,2898.99
C-00461,19/10/2024,New York,"350 5th Ave, NY 10118",Smart TV,2,1376.76
C-00462,25/01/2024,Berlin,"Alexanderplatz 5, 10178",Wireless Earbuds,3,523.99
C-00463,07/12/2024,London,"88 Regent Ave, SW1A 2AA",Tablet Pro,1,2850.63
C-00464,25/03/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Gaming Console,1,2494.91
C-00465,06/12/2024,London,"88 Regent Ave, SW1A 2AA",4K Camera,8,439.28
C-00466,25/12/2024,New York,"350 5th Ave, NY 10118",Smart TV,9,1081.22
C-00467,09/12/2024,New York,"200 Broadway, NY 10007",Gaming Laptop,7,169.94
C-00468,11/01/2024,New York,"200 Broadway, NY 10007",Tablet Pro,6,510.45
C-00469,12/02/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Laptop,7,1335.38
C-00470,30/03/2024,Kathmandu,"Durbar Marg, KTM 44601",Gaming Console,1,986.62
C-00471,23/05/2024,Kathmandu,"Durbar Marg, KTM 44601",4K Camera,6,1325.43
C-00472,23/02/2024,Berlin,"Kurfurstendamm 22, 10719",Gaming Laptop,5,2167.46
C-00473,12/08/2024,New York,"200 Broadway, NY 10007",4K Camera,2,2413.89
C-00474,09/03/2024,Berlin,"Kurfurstendamm 22, 10719",4K Camera,7,1806.74
C-00475,29/03/2024,Sydney,"City Centre, Pitt St Mall",Gaming Laptop,9,2695.73
C-00476,22/12/2024,Tokyo,"1-1 Akihabara, Chiyoda",Wireless Earbuds,2,1822.6
C-00477,14/01/2024,New York,"350 5th Ave, NY 10118",Smart Watch,3,465.0
C-00478,11/10/2024,Berlin,"Alexanderplatz 5, 10178",Smart Watch,9,1233.29
C-00479,01/09/2024,London,"12 Oxford St, W1D 1AB",Gaming Laptop,QTY_ERR,1276.35
C-00480,19/02/2024,Sydney,"City Centre, Pitt St Mall",Wireless Earbuds,4,439.68
C-00481,06/10/2024,London,"88 Regent Ave, SW1A 2AA",Wireless Earbuds,2,-208.84
C-00482,31/05/2024,Kathmandu,"New Road, Kathmandu 44600",Smart TV,3,2742.57
C-00483,04/04/2024,Kathmandu,"Durbar Marg, KTM 44601",Wireless Earbuds,7,-20.77
C-00484,15/08/2024,London,"12 Oxford St, W1D 1AB",Tablet Pro,8,1532.16
C-00485,12/12/2024,Berlin,"Alexanderplatz 5, 10178",Smart TV,,222.99
C-00486,19/11/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Smart Watch,7,683.37
C-00487,17/06/2024,Sydney,"City Centre, Pitt St Mall",Tablet Pro,4,-293.51
C-00488,29/11/2024,Berlin,"Kurfurstendamm 22, 10719",Wireless Earbuds,MISSING,-5.34
C-00489,02/11/2024,New York,"350 5th Ave, NY 10118",Smart Watch,9,1309.82
C-00490,13/07/2024,New York,"350 5th Ave, NY 10118",4K Camera,8,695.48
C-00491,27/01/2024,Dubai,"Dubai Mall, Level 2, S12",Wireless Earbuds,6,395.15
C-00492,23/02/2024,Berlin,"Kurfurstendamm 22, 10719",Smart Watch,7,30.48
C-00493,02/03/2024,Kathmandu,"New Road, Kathmandu 44600",Gaming Console,1,1840.93
C-00494,11/04/2024,Kathmandu,"Durbar Marg, KTM 44601",Wireless Earbuds,9,2591.1
C-00495,10/03/2024,New York,"350 5th Ave, NY 10118",Gaming Laptop,3,70.49
C-00496,03/12/2024,Tokyo,"1-1 Akihabara, Chiyoda",4K Camera,9,1292.76
C-00497,04/03/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart TV,QTY_ERR,-217.37
C-00498,28/05/2024,London,"88 Regent Ave, SW1A 2AA",Tablet Pro,2,1051.55
C-00499,24/07/2024,New York,"200 Broadway, NY 10007",Wireless Earbuds,4,1014.44
C-00500,13/10/2024,Berlin,"Alexanderplatz 5, 10178",Wireless Earbuds,2,1600.68
C-00501,24/11/2024,Dubai,"Dubai Mall, Level 2, S12",Wireless Earbuds,7,2841.65
C-00502,09/07/2024,Sydney,"City Centre, Pitt St Mall",Wireless Earbuds,4,2088.44
C-00503,01/09/2024,Kathmandu,"Durbar Marg, KTM 44601",Wireless Earbuds,5,1623.16
C-00504,29/09/2024,Berlin,"Kurfurstendamm 22, 10719",Gaming Laptop,8,2265.08
C-00505,31/08/2024,Berlin,"Kurfurstendamm 22, 10719",Wireless Earbuds,,1101.44
C-00506,02/04/2024,London,"88 Regent Ave, SW1A 2AA",4K Camera,8,298.65
C-00507,01/09/2024,Kathmandu,"Durbar Marg, KTM 44601",Tablet Pro,6,-30.46
C-00508,15/07/2024,Dubai,"Mall of Emirates, B1-45",Tablet Pro,4,352.02
C-00509,24/08/2024,Berlin,"Kurfurstendamm 22, 10719",Tablet Pro,2,1031.25
C-00510,12/07/2024,London,"88 Regent Ave, SW1A 2AA",Smart Watch,6,2828.76
C-00511,23/10/2024,Dubai,"Dubai Mall, Level 2, S12",Gaming Laptop,6,241.35
C-00512,27/11/2024,Sydney,"City Centre, Pitt St Mall",Smart Watch,5,232.3
C-00513,04/12/2024,Kathmandu,"New Road, Kathmandu 44600",Gaming Laptop,7,-23.32
C-00514,12/04/2024,Sydney,"88 George St, NSW 2000",Tablet Pro,8,1245.05
C-00515,28/05/2024,Dubai,"Mall of Emirates, B1-45",Smart Watch,1,2563.81
C-00516,05/09/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Tablet Pro,9,2950.41
C-00517,09/05/2024,Berlin,"Kurfurstendamm 22, 10719",Wireless Earbuds,1,118.79
C-00518,07/11/2024,Sydney,"88 George St, NSW 2000",Smart TV,8,2133.29
C-00519,03/02/2024,London,"12 Oxford St, W1D 1AB",Smart Watch,6,587.98
C-00520,23/05/2024,Kathmandu,"New Road, Kathmandu 44600",Tablet Pro,8,2571.8
C-00521,14/05/2024,London,"12 Oxford St, W1D 1AB",Tablet Pro,8,2628.39
C-00522,16/12/2024,New York,"200 Broadway, NY 10007",Gaming Laptop,3,2066.23
C-00523,04/01/2024,London,"88 Regent Ave, SW1A 2AA",Tablet Pro,1,804.91
C-00524,01/09/2024,Berlin,"Kurfurstendamm 22, 10719",Gaming Laptop,5,2876.37
C-00525,06/03/2024,Kathmandu,"New Road, Kathmandu 44600",Tablet Pro,5,798.99
C-00526,15/08/2024,Berlin,"Alexanderplatz 5, 10178",Smart TV,2,547.23
C-00527,11/05/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart TV,2,1259.52
C-00528,20/05/2024,Dubai,"Mall of Emirates, B1-45",Wireless Earbuds,,84.46
C-00529,06/02/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Gaming Laptop,5,2651.74
C-00530,21/02/2024,London,"88 Regent Ave, SW1A 2AA",Wireless Earbuds,7,1273.26
C-00531,29/05/2024,London,"12 Oxford St, W1D 1AB",Smart TV,4,1426.95
C-00532,23/08/2024,New York,"200 Broadway, NY 10007",Smart TV,3,1584.86
C-00533,10/08/2024,London,"88 Regent Ave, SW1A 2AA",Tablet Pro,8,587.4
C-00534,27/07/2024,New York,"200 Broadway, NY 10007",Smart Watch,1,-132.91
C-00535,12/06/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",4K Camera,4,893.89
C-00536,29/06/2024,Dubai,"Dubai Mall, Level 2, S12",Smart Watch,1,1246.07
C-00537,23/05/2024,Tokyo,"1-1 Akihabara, Chiyoda",Smart TV,1,-291.71
C-00538,02/02/2024,Dubai,"Mall of Emirates, B1-45",Gaming Console,1,274.42
C-00539,14/01/2024,Sydney,"88 George St, NSW 2000",Wireless Earbuds,8,1767.08
C-00540,02/12/2024,Kathmandu,"New Road, Kathmandu 44600",4K Camera,1,2752.84
C-00541,16/10/2024,Sydney,"City Centre, Pitt St Mall",Tablet Pro,5,2170.88
C-00542,10/09/2024,Berlin,"Alexanderplatz 5, 10178",Tablet Pro,2,117.43
C-00543,29/03/2024,Sydney,"88 George St, NSW 2000",Gaming Console,8,1779.11
C-00544,25/08/2024,New York,"200 Broadway, NY 10007",Wireless Earbuds,6,1517.65
C-00545,18/02/2024,Tokyo,"1-1 Akihabara, Chiyoda",Gaming Laptop,1,53.87
C-00546,18/04/2024,New York,"200 Broadway, NY 10007",4K Camera,9,1674.35
C-00547,04/10/2024,Kathmandu,"New Road, Kathmandu 44600",4K Camera,7,2563.65
C-00548,23/11/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Wireless Earbuds,8,1967.25
C-00549,12/03/2024,Dubai,"Mall of Emirates, B1-45",Gaming Console,7,-206.07
C-00550,07/12/2024,Tokyo,"1-1 Akihabara, Chiyoda",Gaming Laptop,MISSING,988.3
C-00551,08/12/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",4K Camera,5,1023.87
C-00552,28/06/2024,New York,"200 Broadway, NY 10007",Smart TV,4,-53.96
C-00553,17/01/2024,London,"12 Oxford St, W1D 1AB",4K Camera,8,2939.16
C-00554,22/02/2024,London,"88 Regent Ave, SW1A 2AA",Wireless Earbuds,7,2652.56
C-00555,27/07/2024,Dubai,"Dubai Mall, Level 2, S12",Smart TV,7,1786.26
C-00556,15/01/2024,Tokyo,"1-1 Akihabara, Chiyoda",Gaming Laptop,7,263.01
C-00557,14/01/2024,Kathmandu,"New Road, Kathmandu 44600",Gaming Console,6,2326.06
C-00558,02/09/2024,Berlin,"Kurfurstendamm 22, 10719",Gaming Laptop,8,443.12
C-00559,20/09/2024,Sydney,"88 George St, NSW 2000",4K Camera,7,586.22
C-00560,29/11/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart TV,1,-225.43
C-00561,16/10/2024,Dubai,"Mall of Emirates, B1-45",Smart Watch,4,762.81
C-00562,10/09/2024,New York,"350 5th Ave, NY 10118",Smart TV,3,-226.79
C-00563,19/08/2024,London,"12 Oxford St, W1D 1AB",Wireless Earbuds,3,2991.73
C-00564,05/05/2024,Berlin,"Kurfurstendamm 22, 10719",4K Camera,2,1517.71
C-00565,15/11/2024,London,"12 Oxford St, W1D 1AB",Gaming Console,1,953.87
C-00566,10/09/2024,Sydney,"City Centre, Pitt St Mall",Smart TV,9,2673.15
C-00567,20/08/2024,New York,"200 Broadway, NY 10007",Smart Watch,2,271.42
C-00568,06/06/2024,London,"88 Regent Ave, SW1A 2AA",4K Camera,4,225.75
C-00569,03/11/2024,Sydney,"City Centre, Pitt St Mall",Smart TV,5,1001.49
C-00570,01/06/2024,Dubai,"Mall of Emirates, B1-45",Tablet Pro,4,690.67
C-00571,12/03/2024,London,"88 Regent Ave, SW1A 2AA",Smart TV,1,716.26
C-00572,22/04/2024,Berlin,"Alexanderplatz 5, 10178",Smart TV,1,2126.22
C-00573,23/02/2024,Kathmandu,"New Road, Kathmandu 44600",Gaming Console,1,1953.4
C-00574,18/03/2024,London,"88 Regent Ave, SW1A 2AA",Smart Watch,4,1598.88
C-00575,05/07/2024,New York,"350 5th Ave, NY 10118",Wireless Earbuds,5,369.26
C-00576,19/12/2024,New York,"350 5th Ave, NY 10118",Wireless Earbuds,4,1040.05
C-00577,02/01/2024,Sydney,"88 George St, NSW 2000",Wireless Earbuds,4,667.79
C-00578,15/02/2024,Tokyo,"1-1 Akihabara, Chiyoda",Smart Watch,5,770.87
C-00579,29/02/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Smart TV,1,2310.39
C-00580,01/10/2024,Sydney,"88 George St, NSW 2000",Wireless Earbuds,8,1740.25
C-00581,27/12/2024,Kathmandu,"New Road, Kathmandu 44600",Gaming Laptop,3,456.34
C-00582,24/11/2024,Dubai,"Mall of Emirates, B1-45",Smart Watch,3,605.68
C-00583,23/04/2024,Berlin,"Alexanderplatz 5, 10178",Tablet Pro,5,1221.18
C-00584,01/09/2024,Kathmandu,"New Road, Kathmandu 44600",Smart TV,MISSING,2801.92
C-00585,30/06/2024,London,"12 Oxford St, W1D 1AB",Gaming Laptop,4,1085.6
